ccode,year,protestnumber,polity2,pop,rgdpna,emp,pl_c,Europe,pop_mean,rgdp_mean,eu,emp_mean
130,1991,4,9.0,10.460988,77829.4296875,3.381932020187378,0.33123848091693975,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1992,4,9.0,10.70567,80604.765625,3.5379512310028076,0.34942706994044326,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1993,5,9.0,10.9512,82242.2890625,3.6738834381103516,0.4061774442923872,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1994,7,9.0,11.196475999999999,86110.8203125,3.8397281169891357,0.47582357767409933,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1995,6,9.0,11.440576,87616.3828125,3.9714114665985107,0.513214607277907,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1996,2,9.0,11.68348,89720.953125,3.9480812549591064,0.5140698777791646,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1997,5,8.0,11.924991,93355.4921875,4.090869426727295,0.5351276953162826,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1998,6,9.0,12.163886999999999,95330.5234375,4.088027000427246,0.5083561684378416,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,1999,11,9.0,12.398691,90098.15625,4.028645992279053,0.3566020627983524,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2000,18,6.0,12.628596,93841.65625,4.19891357421875,0.3071909421413843,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2001,11,6.0,12.852753,97609.9921875,4.502511501312256,0.4085088105853541,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2002,10,6.0,13.072056,101608.859375,4.7140045166015625,0.4271548166574709,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2003,11,6.0,13.2896,104375.5234375,4.756080627441406,0.4415643901035792,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2004,8,6.0,13.509644999999999,112945.8203125,5.166691303253174,0.4358696530688113,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2005,11,6.0,13.735232,118922.1328125,5.184450149536133,0.4275318856023465,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2006,6,7.0,13.96749,124158.8984375,5.361395359039307,0.4403620234541594,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2007,1,5.0,14.205478999999999,126878.0625,5.37015438079834,0.4559263378321755,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2008,2,5.0,14.4476,134943.859375,5.418704986572266,0.482517970067236,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2009,2,5.0,14.69131,135708.3125,5.478861331939697,0.4904421183446797,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2010,6,5.0,14.934692,140492.4375,5.4770588874816895,0.5006527503849629,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2011,1,5.0,15.17728,151546.578125,5.657570838928223,0.5132344021846957,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2012,1,5.0,15.419493,160096.78125,5.774294376373291,0.5333035160282349,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2013,1,5.0,15.661311999999999,167386.90625,5.998096942901611,0.5486449998110653,0,40.149639673006035,391199.3985785496,1,17.359893423721104
130,2014,1,5.0,15.902916,173538.34375,6.129884719848633,0.5572953176494115,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1990,2,-6.0,56.397273,336259.125,12.558832168579102,0.2580331413159677,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1991,2,-6.0,57.689828,354219.78125,13.22960090637207,0.2663303637784728,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1992,1,-6.0,58.922017999999994,377822.90625,13.42189884185791,0.2925635111865651,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1993,3,-6.0,60.108373,388796.34375,13.735777854919434,0.2602749931259263,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1994,3,-6.0,61.272847,404146.0625,14.188815116882324,0.2519337851690511,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1995,1,-6.0,62.434526999999996,422565.75,14.676407814025879,0.2450605489588561,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1996,1,-6.0,63.595628999999995,444191.21875,15.490130424499512,0.22008513983814365,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1997,1,-6.0,64.754566,468582.34375,16.560924530029297,0.2506703747585657,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1998,1,-6.0,65.922626,487438.40625,17.022483825683594,0.26998705822201235,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,1999,1,-6.0,67.112877,517220.4375,17.452117919921875,0.27473518208517206,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2000,1,-6.0,68.33490499999999,545064.0,17.600404739379883,0.27920295252780536,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2001,1,-6.0,69.59994499999999,564272.5,18.031511306762695,0.25221216745032843,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2002,3,-6.0,70.90871,582247.4375,17.97733497619629,0.23583543632342768,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2003,1,-6.0,72.247626,600380.25,17.50503921508789,0.19292694975183888,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2004,3,-6.0,73.596068,625120.8125,18.427278518676758,0.2062730656876552,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2005,6,-3.0,74.942115,653876.375,18.941722869873047,0.23659013594140893,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2006,3,-3.0,76.27428499999999,698993.8125,19.441802978515625,0.24071635891272145,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2007,1,-3.0,77.605327,748273.75,22.330232620239258,0.2575035192284131,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2008,4,-3.0,78.97612199999999,801978.625,23.083261489868164,0.2813015782490313,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2009,1,-3.0,80.442443,839671.625,24.216949462890625,0.29791321193172615,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2010,3,-3.0,82.040994,882494.875,25.148845672607422,0.29407684036613413,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2011,20,-2.0,83.787634,899590.75,25.96239471435547,0.2773336551598103,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2012,14,-3.0,85.660902,919381.75,26.820911407470703,0.3141500796193556,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2013,22,-4.0,87.61390899999999,938697.25,27.37201690673828,0.3009855592039116,0,40.149639673006035,391199.3985785496,1,17.359893423721104
651,2014,18,-4.0,89.57967,959004.75,27.899337768554688,0.3265647878906846,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1990,1,-7.0,0.377363,745.8339233398438,0.17844350636005402,1.0777815462290377,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1991,1,-7.0,0.390381,748.2382202148438,0.18212999403476715,1.1828551957006086,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1992,1,-7.0,0.40408099999999997,847.7361450195312,0.18700599670410156,1.2112173304636873,0,40.149639673006035,391199.3985785496,1,17.359893423721104
411,1993,1,-5.0,0.418409,928.1199340820312,0.1901179999113083,0.9248522966205716,0,40.149639673006035,391199.3985785496,1,17.359893423721104
